BGGId,Name,Rating_2021,Rating_2025,rating_change
162082,Deus,6.98121,6.91686,-0.06435000000000013
95527,Madeira,6.97957,6.85349,-0.12607999999999997
245655,The King's Dilemma,6.97881,7.1031,0.12429000000000023
158899,Colt Express,6.9782,6.95369,-0.024510000000000254
233312,Stuffed Fables,6.97748,6.92431,-0.05316999999999972
98778,Hanabi,6.9753,6.92414,-0.05115999999999943
285967,Ankh: Gods of Egypt,6.97339,7.28081,0.3074199999999996
144189,Fire in the Lake,6.97312,6.95217,-0.020950000000000024
226522,Exit: The Game – Dead Man on the Orient Express,6.9716,6.92047,-0.051129999999999676
256730,Pipeline,6.9716,6.93994,-0.03165999999999958
13,Catan,6.97148,6.9066,-0.0648799999999996
478,Citadels,6.9708,6.93298,-0.037819999999999965
298047,Marvel United,6.97018,7.1758,0.2056199999999997
15062,Shadows over Camelot,6.9692,6.92812,-0.041080000000000005
43570,Friday,6.96865,6.93033,-0.038320000000000576
20437,Lords of Vegas,6.96855,6.92315,-0.045399999999999885
65781,London,6.96834,6.86085,-0.10749000000000031
105551,Archipelago,6.96808,6.85357,-0.11450999999999922
127398,Legends of Andor,6.96601,6.86327,-0.10273999999999983
171,Chess,6.96557,7.03238,0.06681000000000026
206941,First Class: All Aboard the Orient Express!,6.96429,6.8638,-0.10048999999999975
119506,Freedom: The Underground Railroad,6.96322,6.87375,-0.0894699999999995
191862,Imhotep,6.96065,6.90273,-0.057920000000000194
97786,Small World Underground,6.96053,6.88309,-0.07744000000000018
156858,Black Orchestra,6.96018,6.97284,0.01265999999999945
133848,Euphoria: Build a Better Dystopia,6.96001,6.85794,-0.10206999999999944
193042,Junk Art,6.95949,6.91806,-0.04143000000000008
240196,Betrayal Legacy,6.95875,6.91533,-0.043420000000000236
221965,The Fox in the Forest,6.95875,6.86187,-0.09688000000000052
102652,Sentinels of the Multiverse,6.95773,6.85589,-0.10184000000000015
171668,The Grizzled,6.95746,6.87363,-0.08382999999999985
255668,Trickerion: Collector's Edition,6.95656,7.28902,0.3324600000000002
875,Roads & Boats,6.95536,6.83348,-0.12187999999999999
36553,Time's Up! Title Recall!,6.95369,6.84625,-0.10743999999999954
246684,Smartphone Inc.,6.95305,7.0512,0.09814999999999952
205398,Citadels,6.9529,6.94785,-0.005049999999999777
144797,Argent: The Consortium,6.95039,6.89259,-0.05779999999999941
147949,One Night Ultimate Werewolf,6.9476,6.85967,-0.08793000000000006
58421,Egizia,6.94759,6.83227,-0.11531999999999965
328871,Terraforming Mars: Ares Expedition,6.94751,7.3779,0.43039000000000005
125618,Libertalia,6.94735,6.87293,-0.07441999999999993
21790,Thurn and Taxis,6.94712,6.91084,-0.036279999999999646
202426,Sidereal Confluence,6.94577,7.09244,0.1466699999999994
9674,Ingenious,6.94345,6.89346,-0.0499900000000002
180974,Potion Explosion,6.94294,6.92645,-0.016490000000000116
90419,Airlines Europe,6.94179,6.86823,-0.07356000000000051
264241,Mandala,6.93809,6.95732,0.019230000000000302
142379,Escape Plan,6.93799,6.88698,-0.05100999999999978
163968,Elysium,6.93692,6.86493,-0.07198999999999955
232043,Queendomino,6.93684,6.84483,-0.09201000000000015
31999,TZAAR,6.93656,6.88705,-0.04950999999999972
232414,Oceans,6.93591,6.90207,-0.03383999999999965
11,Bohnanza,6.93413,6.95872,0.02458999999999989
245654,Railroad Ink: Deep Blue Edition,6.93367,6.89961,-0.0340600000000002
12942,No Thanks!,6.93347,6.9537,0.020230000000000636
45358,Alhambra: Big Box,6.93322,6.8206,-0.11262000000000061
42052,Vinhos,6.93274,6.83407,-0.09867000000000026
34119,Tales of the Arabian Nights,6.93259,6.85132,-0.08126999999999995
18,RoboRally,6.93168,6.87688,-0.05480000000000018
27173,Vikings,6.93117,6.85953,-0.07163999999999948
269144,Hadara,6.9301,6.94142,0.011319999999999553
156009,Port Royal,6.92921,6.89598,-0.03323000000000054
262215,Blackout: Hong Kong,6.92918,6.87689,-0.05228999999999928
133473,Sushi Go!,6.92885,6.87538,-0.053469999999999906
181530,Runebound (Third Edition),6.92863,6.88026,-0.048370000000000246
17405,1846: The Race for the Midwest,6.92798,6.87573,-0.05224999999999991
213460,Unlock!: Escape Adventures,6.92752,6.85289,-0.07462999999999997
133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,6.92705,6.83942,-0.08763000000000076
192836,The Colonists,6.92653,6.81782,-0.10870999999999942
97842,Last Will,6.92624,6.86484,-0.0613999999999999
150145,Skull King,6.92548,7.19905,0.2735699999999994
31730,Chicago Express,6.92434,6.87653,-0.04781000000000013
475,Taj Mahal,6.92434,6.85321,-0.07113000000000014
218603,Photosynthesis,6.92316,6.77391,-0.14925000000000033
128780,Pax Porfiriana,6.9224,6.83452,-0.08787999999999929
